Designator,Mid X,Mid Y,Rotation,Layer
MX17,182.5625,-103.98125,0.0,top
MX18,182.5625,-123.031261,0.0,top
MX19,182.5625,-142.08125,0.0,top
MX20,182.5625,-161.13125,0.0,top
MX21,182.5625,-180.18125,0.0,top
MX22,211.1375,-80.16875,0.0,top
MX23,201.6125,-103.98125,0.0,top
MX24,201.6125,-123.031261,0.0,top
MX25,201.6125,-142.08125,0.0,top
MX26,201.6125,-161.13125,0.0,top
MX27,201.6125,-180.181233,0.0,top
MX28,230.1875,-80.16875,0.0,top
MX29,220.6625,-103.98125,0.0,top
MX30,220.6625,-123.031261,0.0,top
MX31,220.6625,-142.08125,0.0,top
MX32,220.6625,-161.13125,0.0,top
MX33,220.6625,-180.181233,0.0,top
MX34,249.2375,-80.16875,0.0,top
MX35,239.7125,-103.98125,0.0,top
MX36,239.7125,-123.031261,0.0,top
MX37,239.7125,-142.08125,0.0,top
MX38,239.7125,-161.13125,0.0,top
MX39,239.7125,-180.181233,0.0,top
MX40,277.8125,-80.16875,0.0,top
MX41,258.7625,-103.98125,0.0,top
MX42,258.7625,-123.031261,0.0,top
MX43,258.7625,-142.08125,0.0,top
MX44,258.7625,-161.13125,0.0,top
MX45,258.7625,-180.181233,0.0,top
MX46,296.8625,-80.16875,0.0,top
MX47,277.8125,-103.98125,0.0,top
MX48,277.8125,-123.031261,0.0,top
MX48.15,278.4475,-130.32855,180.0,top
MX49,277.8125,-142.08125,0.0,top
MX50,277.8125,-161.13125,180.0,top
MX50.15,277.1775,-153.83395,0.0,top
MX51,277.8125,-180.181233,0.0,top
MX51.2,268.2875,-180.18125,180.0,top
MX52,315.9125,-80.16875,0.0,top
MX53,296.8625,-103.98125,0.0,top
MX54,296.8625,-123.031261,0.0,top
MX54.15,297.4975,-130.32855,180.0,top
MX55,296.8625,-142.08125,0.0,top
MX56,296.8625,-161.13125,180.0,top
MX56.15,296.2275,-153.83395,0.0,top
MX57,296.8625,-180.181233,0.0,top
MX57.2,306.3875,-180.18125,180.0,top
MX58,334.9625,-80.16875,0.0,top
MX59,315.9125,-103.98125,0.0,top
MX60,315.9125,-123.031261,0.0,top
MX61,315.9125,-142.08125,0.0,top
MX62,315.9125,-161.13125,0.0,top
MX63,315.9125,-180.181233,0.0,top
MX64,363.5375,-80.16875,0.0,top
MX65,334.9625,-103.98125,0.0,top
MX66,334.9625,-123.031261,0.0,top
MX67,334.9625,-142.08125,0.0,top
MX68,334.9625,-161.13125,0.0,top
MX69,334.9625,-180.181233,0.0,top
MX70,382.5875,-80.16875,0.0,top
MX71,354.0125,-103.98125,0.0,top
MX72,354.0125,-123.031261,0.0,top
MX73,354.0125,-142.08125,0.0,top
MX74,354.0125,-161.13125,0.0,top
MX75,354.0125,-180.181233,0.0,top
MX76,401.6375,-80.16875,0.0,top
MX77,373.0625,-103.98125,0.0,top
MX78,373.0625,-123.031261,0.0,top
MX79,373.0625,-142.08125,0.0,top
MX80,373.0625,-161.13125,0.0,top
MX81,373.0625,-180.181233,0.0,top
MX82,420.6875,-80.16875,0.0,top
MX83,392.1125,-103.98125,0.0,top
MX84,392.1125,-123.031261,0.0,top
MX85,392.1125,-142.08125,0.0,top
MX86,392.1125,-161.13125,0.0,top
MX87,392.1125,-180.18125,0.0,top
MX88,444.5,-80.16875,0.0,top
MX89,415.925,-103.98125,0.0,top
MX90,415.925,-123.031261,0.0,top
MX91,415.925,-142.08125,0.0,top
MX92,415.925,-161.13125,0.0,top
MX93,415.925,-180.18125,0.0,top
MX94,462.915,-79.65325,0.0,top
MX95,463.55,-103.98125,0.0,top
MX96,444.5,-103.98125,0.0,top
MX97,444.5,-123.03125,0.0,top
MX98,463.55,-161.13125,0.0,top
MX99,444.5,-180.18125,0.0,top
R1,464.40725,-148.7805,0.0,bottom
R2,158.75,-150.42712,0.0,top
R3,463.55,-91.252695,0.0,top
SW1,466.05825,-143.7005,90.0,bottom
SW2,460.21625,-143.7005,90.0,bottom
SWR1,444.5,-80.41875,90.0,top
SWR2,463.55,-80.41875,90.0,top
SWR3,482.6,-80.41875,90.0,top
U1,445.92875,-148.463,0.0,bottom
U2,438.94673,-135.76002,270.0,bottom
